street,link,name,area,price,rooms
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-70m2-nr-6897-608058370,,70.0,2900.0,3.0
"1 Sierpnia, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-65m2-nr-6871-608058263,,65.0,3300.0,3.0
"Szczęśliwicka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-80m2-nr-6983-608058670,,80.0,3200.0,3.0
"Maurycego Mochnackiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-240m2-nr-1280w-608056450,,240.0,5800.0,5.0
"Karola Dickensa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-53m2-nr-7150-608059089,,53.0,3200.0,2.0
"Józefa Siemieńskiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/jozefa-siemienskiego-573999168,,46.0,1800.0,2.0
"Szczęśliwice, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dom-warszawa-ochota-300m2-nr-2282-608059186,,300.0,9000.0,6.0
"Grójecka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-50m2-nr-7151-608059105,,50.0,2750.0,2.0
"ok. Grójecka, Szczęśliwice, Ochota, Warszawa, Mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dom-warszawa-ochota-795m2-nr-3362-608062838,,795.0,24000.0,6.0
"1 Sierpnia, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-67m2-nr-7588-608060270,,67.0,2700.0,2.0
"Juliana Ursyna Niemcewicza 19, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-pokojowe-63-m-kw-w-kamienicy-na-starej-ochocie-606413122,,63.0,1700.0,2.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-do-wynajecia-ochota-rakowiec-po-remoncie-dobra-lokal-608059999,,27.0,1500.0,1.0
"1 Sierpnia, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-78m2-nr-3489w-606316321,,78.0,4000.0,3.0
"Złotego Smoka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-zlotego-smoka-12-pok-410-m-608043186,,410.0,9500.0,6.0
"Białobrzeska 19, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/bezposrednio-2-pok-mieszkanie-ul-bialobrzeska-608042508,,47.0,1900.0,2.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-4-pok-220-m-608042859,,220.0,5700.0,4.0
"Złotego Smoka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-zlotego-smoka-4-pok-350-m-608044755,,350.0,8000.0,4.0
"Kurhan, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-kurhan-6-pok-480-m-608043812,,480.0,11000.0,6.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/wlasciciel-wynajmie-mieszkanie--bez-posrednikow-608046438,,48.0,1700.0,2.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/55-m2-2-pokoje-centrum-608047116,,55.0,2200.0,2.0
"Złotego Smoka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-zlotego-smoka-7-pok-249-m-608045487,,249.0,5800.0,6.0
"Juliana Ursyna Niemcewicza, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-niemcewicza-4-pok-92-m-608047781,,92.0,3000.0,4.0
"Złotego Smoka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-zlotego-smoka-7-pok-249-m-608046083,,249.0,5800.0,6.0
"Złotego Smoka, Ochota, Warszawa, Mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-65m2-nr-680-608049571,,65.0,2500.0,2.0
"Walentego Majewskiego Skorochód, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-45m2-nr-6258-608055842,,45.0,2200.0,2.0
"Włodarzewska, 01-001 Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-56m2-nr-840-608055407,,56.0,2400.0,2.0
"Władysława Okińskiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dwupokojowe-mieszkanie-na-ochocie-608049220,,40.0,1900.0,2.0
"Korzeniowskiego Józefa, Ochota, Ochota, Warszawa, Mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-110m2-nr-106421-608005069,,110.0,6000.0,4.0
"Rokosowska, Ochota, Ochota, Warszawa, Mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-45m2-nr-108741-608004546,,45.0,2150.0,2.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-pokojowe-mieszkanie-na-starej-ochocie-bezposrednio-608003559,,43.0,1800.0,2.0
"Radomska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-radomska-2-pok-38m-608025948,,38.0,1750.0,2.0
"Opaczewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-pokojowy-apartament-608025634,,89.0,4500.0,2.0
"Kaliska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-pokojowe-mieszkanie-608027405,,40.0,2500.0,2.0
"Grójecka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-pokojowe-608021372,,56.0,2600.0,2.0
"Siewierska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-siewierska-2-pok-43m-608027550,,43.0,1800.0,2.0
"Kopińska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-kopinska-1-pok-44m-608028303,,44.0,1700.0,1.0
"Mołdawska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/wynajme-nowoczesne-mieszkanie-608001236,,40.0,1800.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/1367-ochota-wlodarzewska-apt-100-mkw-3-pok-2-tarasy-lux-lux-607975863,,100.0,7000.0,3.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/stara-ochota-607977055,,55.0,1690.0,2.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-ul-wlodarzewska-3pok-58m2-meble-2400-zl-607977609,,58.0,2400.0,3.0
"Dickensa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/do-wynajecia-2-pokojowe-mieszkanie-w-apartamentowcu-na-ochocie-607978643,,53.0,2500.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/eleganckie-mieszkanie-ul-bitwy-warszawskiej-1920r-607982008,,65.0,3000.0,2.0
"Racławicka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-w-warszawie-na-ochocie-3-oddzielne-pokoje-607978564,,74.0,2800.0,3.0
"Szczęśliwice, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dom-warszawa-ochota-220m2-nr-383-607985651,,220.0,5800.0,5.0
"Szczęśliwice, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dom-warszawa-ochota-165m2-nr-390-607985798,,165.0,6300.0,5.0
"Szczęśliwice, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dom-warszawa-ochota-415m2-nr-402-607986226,,415.0,9800.0,6.0
"Szczęśliwice, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dom-warszawa-ochota-165m2-nr-406-607986326,,165.0,8400.0,5.0
"Drawska, 00-001 Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/53-m-przy-parku-szczesliwickim-607995827,,54.0,2200.0,2.0
"Filtrowa, Ochota, Warszawa, mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-81m2-nr-721-607995541,,81.0,4000.0,3.0
"Szczęsna 7, 02-454 Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/nowe-3-pokojowe-mieszkanie-z-garazem-tarasem-i-ogrodkiem-607997801,,62.0,800.0,3.0
"Maurycego Mochnackiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-240m2-nr-2495030w-607996406,,240.0,7800.0,5.0
"Kurhan, Ochota, Warszawa, Mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dom-warszawa-ochota-500m2-nr-4765-607932287,,500.0,9900.0,6.0
"Dickensa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-oddz-pok-dickensa-wum-uw-pw-meble-park-msc-postojowe-607932486,,47.0,2000.0,2.0
"Wacława Sierpińskiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/studio-38m2-garaz-w-cenie-ochota-nowe-budownictwo-film-565896959,,38.0,1600.0,1.0
"aleja Bohaterów Września, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-3-pokoje-100-m2-garaz-w-cenie--wysoki-standard-film-599809221,,100.0,3600.0,3.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/przy-parku-kawalerka-do-wynajecia-599051048,,30.0,1450.0,1.0
"Zadumana, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-2pok-48m2-ptro-3-4-zadumana-przytulne-i-funkcjonalne-596580735,,48.0,2100.0,2.0
"Filtrowa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-pokojowe-na-starej-ochocie-606520672,,42.0,2000.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/super-kawalerka-na-ochocie-32m2-1600-zl-mc-607946594,,32.0,1600.0,1.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dobra-lokalizacja-dla-studentow-uniwersytetu-medycznego-607945275,,47.0,1700.0,2.0
"Ulica Aleje Jerozolimskie 137, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/jedyna-taka-okazja-607960232,,46.0,1990.0,3.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dwa-pokoje-ochota-607963230,,40.0,1800.0,2.0
"Wacława Sierpińskiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-studio-z-widokiem-na-patio-garaz-w-cenie-zob-film-565475751,,38.0,1600.0,1.0
"17 Stycznia 34B, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/okecie-kawalerka-607959458,,25.0,1250.0,1.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/3-pok-mieszkanie-ochota-wlochy-607962023,,62.0,2200.0,3.0
"Siewierska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-siewierska-2-pok-49m-607963427,,49.0,2200.0,2.0
"Filtrowa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-filtrowa-3-pok-77m-607969626,,77.0,2500.0,3.0
"Kaliska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/nowoczesne-blisko-centrum-576507078,,73.0,2950.0,2.0
"Juliana Ursyna Niemcewicza, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/lux-nowe-w-apartamentowcu-blisko-centrum-491969593,,72.0,3500.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/nowe-b-eleganckie-w-apartamentowcu-450258700,,53.0,2600.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/lux-ochota-540764647,,56.0,3000.0,2.0
"1 Sierpnia 39, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-5-pokoju-bezposrednio-zadbane-sloneczne-ciche-mieszkanie-607910945,,48.0,1750.0,2.0
"Aleja Dwudziestolatków, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-dwudziestolatkow-2-pok-37-m-607905424,,37.0,1600.0,2.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-3-pok-65-m-607912334,,65.0,575000.0,3.0
"Złotego Smoka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-zlotego-smoka-5-pok-195-m-607915057,,195.0,5800.0,5.0
"Złotego Smoka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-zlotego-smoka-7-pok-480-m-607916444,,480.0,11000.0,6.0
"Harfowa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/wynajme-bezposrednio-dwupokojowe-ochota-607906222,,38.0,2000.0,2.0
"Drawska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-drawska-6-pok-270-m-607915803,,270.0,10500.0,6.0
"Dickensa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-dickensa-3-pok-68-m-607866068,,68.0,3300.0,3.0
"Lazurowa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-oddz-pok-48-m2-agd-ciche-dobra-lok-wat-meble-mozliwe-607865836,,48.0,1500.0,2.0
"Nowoberestecka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-nowoberestecka-3-pok-90-m-607866529,,90.0,3000.0,3.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-3-pok-70-m-607866829,,70.0,2900.0,3.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-3-pok-60-m-607867171,,60.0,3000.0,3.0
"Juliana Ursyna Niemcewicza, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dla-wymagajacego-singla-lub-pary-wolne-od-zaraz-piekne-widoki-607869482,,83.0,3499.0,2.0
"Filtrowa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/super-oferta-kolonia-lubeckiego-wyposazone-i-umeblowane-607872781,,38.0,1900.0,2.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-140m2-nr-4240-607874954,,140.0,5500.0,4.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-3-oddzielne-pokoje-blisko-centrum-do-3000-607871315,,,3000.0,3.0
"Nowogrodzka 78, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-pokojowe-pl-zawiszy-2-przystanki-do-centrum-607879127,,38.0,1500.0,2.0
"Nowogrodzka 78, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-pokojowe-pl-zawiszy-2-przystanki-do-centrum-607879058,,38.0,1500.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/55m2-szczesliwice-w-poblizu-parku-606208506,,55.0,1900.0,2.0
"Drawska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-drawska-2-pok-45-m-607858363,,45.0,2300.0,2.0
"Aleje Jerozolimskie, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-al-jerozolimskie-2-pok-44-m-607858667,,44.0,1800.0,2.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-2-pok-56-m-607858933,,56.0,2200.0,2.0
"Banacha, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-banacha-2-pok-42-m-607859607,,42.0,1800.0,2.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-2-pok-39-m-607860172,,39.0,1850.0,2.0
"Bitwy Warszawskiej 1920 r., Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-bitwy-warszawskiej-2-pok-47-m-607859351,,47.0,1800.0,2.0
"Radomska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/do-wynajecia-607858066,,36.0,1400.0,1.0
"Stefana Baleya, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-baleya-2pok-38-m-607860398,,38.0,2000.0,2.0
"Sycowska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-sycowska-2-pok-55-m-607860792,,55.0,2000.0,2.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-3-pok-90-m-607863319,,90.0,3000.0,3.0
"Drawska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-drawska-3-pok-70-m-607862639,,70.0,3700.0,3.0
"Złotego Smoka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-zlotego-smoka-3-pok-80-m-607862228,,80.0,2800.0,3.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-1-pok-29-m-607849608,,29.0,1700.0,1.0
"Śródmieście, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/para-szuka-malej-taniej-kawalerki-od-wrzesnia-607850273,,20.0,1000.0,1.0
"Racławicka 142, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-2-pokojowe-ochota-zwirki-i-wigury-rog-raclawickiej-606193492,,38.0,1500.0,2.0
"Grójecka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-grojecka-1-pok-34-m-607849966,,34.0,1400.0,1.0
"1 Sierpnia, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-1-sierpnia-2-pok-37-m-607851651,,37.0,1780.0,2.0
"Dorotowska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-dorotowska-1-pok-30-m-607850304,,30.0,1600.0,1.0
"Siewierska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-siewierska-2-pok-43-m-607852361,,43.0,1800.0,2.0
"Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-3-pok-swietna-lokalizacja-ochota-607852400,,48.0,2350.0,3.0
"Węgierska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wegierska-2-pok-33-m-607852652,,33.0,1700.0,2.0
"Białobrzeska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-bialobrzeska-2-pok-56-m-607853960,,56.0,2000.0,2.0
"Korotyńskiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-korotynskiego-2-pok-38-m-607854615,,38.0,1700.0,2.0
"Archiwalna, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-archiwalna-2-pok-36-m-607854245,,36.0,1600.0,2.0
"Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-od-zaraz-salon-2sypialnie-ochota-607854654,,60.0,2300.0,3.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-3-pokoje-atrakcyjne-mieszkanie-607815405,,73.0,2600.0,3.0
"Dorotowska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/bezposrednio-wynajme-kawalerke-po-remoncie-od-zaraz-606259806,,30.0,1500.0,1.0
"Opaczewska, 00-001 Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-47m2-nr-8349-607821480,,47.0,2200.0,2.0
"Sanocka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-46m2-nr-8391-607821691,,46.0,2100.0,2.0
"Śródmieście, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkania-dla-francuza-3-4pok-srodmiescie-do-4-500zl-607821994,,100.0,4500.0,4.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/segment-skrajny-w-poblizu-parku-szczesliwice-607825549,,320.0,14500.0,6.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/poszukuje-od-1-wrzesnia-607834969,,,1200.0,1.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/lokal-do-wynajmu-607825766,,200.0,11000.0,5.0
"Drawska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/atrakcyjne-mieszkanie-na-szczesliwicach-ogrody-shiraz-54-m2-606109250,,54.0,2500.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-pokojowy-apartament-w-oryginalnym-stylu-na-ochocie-607843458,,89.0,4500.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/przytulna-kawalerka-ul-zadumana-607841338,,31.0,1600.0,1.0
"Władysława Okińskiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-okinskiego-1-pok-22-m-607846108,,22.0,1300.0,1.0
"Urbanistów, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-urbanistow-1-pok-24-m-607846560,,24.0,1400.0,1.0
"Walentego Majewskiego Skorochód, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-majewskiego-1-pok-28-m-607847397,,28.0,1300.0,1.0
"Urbanistów, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-slupecka-1-pok-21-m-607846994,,21.0,1200.0,1.0
"Aleja Dwudziestolatków, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-jednopokojowe-607847911,,30.0,1300.0,1.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-3-pokoje-atrakcyjne-mieszkanie-607813850,,50.0,2500.0,3.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-3-pokoje-atrakcyjne-mieszkanie-607813642,,77.0,2500.0,3.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-3-pokoje-luksusowy-apartament-607813513,,100.0,7000.0,3.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-2-pokoje-atrakcyjne-meiszkanie-607814164,,43.0,1800.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-2-pokoje-atrakcyjne-mieszkanie-607814044,,47.0,2300.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-2-pokoje-atrakcyjne-mieszkanie-607814556,,78.0,3500.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-3-pokoje-atrakcyjne-mieszkanie-607814352,,73.0,3300.0,3.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-2-pokoje-atrakcyjne-mieszkanie-607814634,,48.0,2200.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-2-pokoje-atrakcyjne-mieszkanie-607814427,,80.0,2900.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-2-pokoje-atrakcyjne-mieszkanie-607814252,,47.0,2200.0,2.0
