street,link,name,area,price,rooms
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/szukam-malej-kawalerki-do-wynajecia-608757097,,30.0,1000.0,1.0
"Drawska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mw-apartament-z-tarasem-160m-osobny-garaz-m-postojowe-608793830,,150.0,7200.0,5.0
"Radarowa 13, 02-137 Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dwupokojowe-mieszkanie-do-wynajecia-ochota-ul-radarowa-13-606178244,,49.0,2299.0,2.0
"Opaczewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-opaczewska-4-pok-105-m-608759853,,105.0,4200.0,4.0
"Piotrkowska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/kawalerka-piotrkowska-ochota-bez-prowizji-607385580,,1600.0,1600.0,1.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-4-pok-114-m-608760554,,114.0,4500.0,4.0
"Dickensa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-dickensa-4-pok-137-m-608760338,,137.0,4900.0,4.0
"Aleje Jerozolimskie, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-al-jerozolimskie-4-pok-125-m-608761540,,125.0,4000.0,4.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-3-pok-60-m-608762404,,60.0,3000.0,3.0
"Dickensa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-dickensa-3-pok-45-m-608761795,,45.0,2000.0,3.0
"Filtrowa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-filtrowa-3-pok-77-m-608762147,,77.0,2500.0,3.0
"Mołdawska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-moldawska-3-pok-57-m-608762722,,57.0,2400.0,3.0
"Grójecka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-grojecka-3-pok-46-m-608763047,,46.0,2400.0,3.0
"Grójecka 119, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/wynajme-mieszkanie-na-ochocie-2-pokojowe-w-pelni-wyposazone-607514978,,37.0,1750.0,2.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-3-pok-90-m-608763390,,90.0,3000.0,3.0
"Sabały, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-sabaly-3-pok-60-m-608719464,,60.0,2500.0,3.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-3-pok-72-m-608764000,,72.0,2600.0,3.0
"Adolfa Pawińskiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/kawalerka-ochota-28m2-608722904,,28.0,1300.0,1.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/wynajme-bezposrednio-2-pokoje-z-balkonem-ochota-608725728,,37.0,1700.0,2.0
"Grójecka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/atrakcyjne-mieszkanie-na-ochocie-608727954,,38.0,2100.0,2.0
"Nowogrodzka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/kawalerka-do-wynajecia-wysoki-standard-ul-nowogrodzka-608729297,,29.0,1800.0,1.0
"Filtrowa, 00-001 Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-42m2-nr-2492745-608728712,,42.0,2500.0,2.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/szukamy-miszkania-na-ochocie-srodmiesciu-mokototowie-praga-pol-608732672,,1.0,1700.0,2.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/kawalerka-ochota-bezposrednio-608734611,,31.0,1500.0,1.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/poszukuje-kawalerki-608733870,,,1000.0,1.0
"Aleje Jerozolimskie 141, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/flet-for-rent-608733656,,38.0,1400.0,2.0
"Aleje Jerozolimskie 141, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-dwupokojowe-blisko-centrum-608733531,,38.0,1400.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-2-pok-50m-po-remoncie-ciche-604509757,,50.0,1700.0,2.0
"Aleje Jerozolimskie 159, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dwupokojowe-mieszkanie-bezposrednio-ochota-608732708,,36.0,1700.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/szukam-od-zaraz-608689202,,1.0,1700.0,2.0
"Szczęśliwicka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-oddzielne-nieprzechodnie-pokoje-blisko-aps-zmywarka-608697605,,48.0,1800.0,2.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ladne-mieszk-3-pok-z-garazem-ochota-park-szczesliwicki-65m2-608699016,,65.0,2800.0,3.0
Mazowieckie,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/83-metrowe-mieszkanie-w-pieknym-przedwojennym-budynku-5mindocent-607014448,,83.0,2800.0,3.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-2-pokojowe-ochota-608704786,,42.0,1800.0,2.0
"Trzech Budrysów 33, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/kawalerka-do-wynajecia-bezposrednio-608698971,,20.0,1400.0,1.0
"Grójecka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-grojecka-1-pok-25-m-608709223,,25.0,1300.0,1.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/wynajme-ladne-mieszkanie-dwupokojowe-608699575,,37.0,1500.0,2.0
"Wacława Sierpińskiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-sierpinskiego-1-pok-37-m-608705971,,37.0,1500.0,1.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-3-pok-68-m-608709584,,68.0,3000.0,3.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/0zl-prowizji-mieszkanie-na-ul-opaczewskiej-ochota-608709688,,85.0,3000.0,3.0
"Grójecka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-grojecka-3-pok-75-m-608710096,,75.0,2700.0,3.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-5-pok-128-m-608710588,,128.0,7500.0,5.0
"Walentego Majewskiego Skorochód, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/nowoczesny-luksusowy-apartament-62m-blisko-centrum-608712316,,62.0,3200.0,2.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/szukam-zadbanej-kawalerki-przyjaznej-zwierzakom-608653272,,,1750.0,1.0
"Grójecka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/bezposrednio-od-wlasciciela-37m-swietna-komunikacja-grojecka-608654747,,37.0,1900.0,2.0
"Grójecka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-na-grojeckiej-608655009,,37.0,1700.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/piekny-i-eksluzywny-apartament-na-starej-ochocie-597330509,,70.0,5000.0,2.0
"Pl.Narutowicza, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/pokoj-z-kuchnia-wysoki-standard-34-m2-stara-ochota-608657159,,34.0,1700.0,2.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/poszukuje-mieszkania-lub-dwoch-pokoi-608659824,,,1500.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/kamienica-2-osobne-pokoje-balkon-winda-608661131,,80.0,3000.0,2.0
"Juliana Ursyna Niemcewicza, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-niemcewicza-4-pok-92-m-608649297,,92.0,3000.0,4.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/kawalerka-do-wynajecia-608661571,,25.0,1300.0,1.0
"Klaudyny, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/wynajme-63-m-z-balkonem-ul-klaudyny-bielany-608662343,,63.0,2100.0,3.0
"Walentego Majewskiego Skorochód, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/kawalerka-27m-ochota-ul-majewskiego-608668157,,27.0,1500.0,1.0
"Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/poszukuje-kawalerki-do-wynajecia-warszawa-od-1-wrzesnia-608668928,,25.0,1000.0,1.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ladne-mieszkanie-dwupokojowe-608665391,,45.0,2100.0,2.0
"Białobrzeska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-1-pokojowe-40m-2-parter-608663278,,40.0,1700.0,1.0
"Radarowa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/atrakcyjne-mieszkanie-85m-wlochy-608665088,,85.0,3500.0,4.0
"Drawska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-drawska-6-pok-270-m-608630234,,270.0,10500.0,6.0
"Złotego Smoka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-zlotego-smoka-7-pok-480-m-608631830,,480.0,11000.0,6.0
"Złotego Smoka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-zlotego-smoka-5-pok-195-m-608632587,,195.0,5800.0,5.0
"aleja Bohaterów Września, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-61m2-nr-1649-608633637,,61.0,2500.0,3.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-6-pok-220-m-608634046,,220.0,5700.0,6.0
"Jankowska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-ul-jankowska-wynajem-1-pokoj-17m2-608634637,,17.0,1400.0,1.0
"Filtrowa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/luksusowe-w-kamienicy-ul-filtrowa-608635066,,73.0,3950.0,3.0
"Złotego Smoka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-zlotego-smoka-4-pok-350-m-608637148,,350.0,8000.0,4.0
"Kurhan, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-kurhan-6-pok-480-m-608635794,,480.0,11000.0,6.0
"Drawska, 00-001 Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-drawska-3pok-100m2-garaz-meble-3400-zl-608633788,,100.0,3400.0,3.0
"Złotego Smoka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-zlotego-smoka-7-pok-249-m-608637636,,249.0,5800.0,6.0
"Złotego Smoka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-zlotego-smoka-12-pok-410-m-608634909,,410.0,950.0,6.0
"Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-ul-grojecka-4-pok-54m-pietro-0-7-idealne-dla-studentow-608597585,,54.0,2550.0,4.0
"Spiska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/1-pokojowe-34m2-ul-spiska-blisko-pl-zawiszy-parking-bezposr-608598891,,34.0,1850.0,1.0
"Wacława Sierpińskiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-37m2-nr-17703-608601951,,37.0,1500.0,1.0
"Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-2-pokojowe-na-sulmierzyckiej-ochota-608602941,,39.0,1800.0,1.0
"Grójecka, Ochota, Warszawa, mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-60m2-nr-625-608603276,,60.0,3500.0,3.0
"Kurhan, Sczęśliwice, Ochota, Warszawa, Mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-75m2-nr-110505-608603268,,75.0,2900.0,3.0
"Kaliska 19/21, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ladna-widna-kawalerka-z-duza-kuchnia-608598831,,30.0,1300.0,1.0
"Białobrzeska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/kawalerka-warszawa-ochota-608598012,,38.0,1200.0,1.0
"Kopińska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-50m-2-pokoje-stara-ochota-kopinska-po-remoncie-608597404,,50.0,2300.0,2.0
"Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/pilnie-poszukiwane-mieszkanie-na-ochocie-608596994,,,1600.0,2.0
"Juliana Ursyna Niemcewicza, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/kawalerka-26m2-ul-niemcewicza-608607560,,26.0,1500.0,1.0
"Drawska, Ochota, Warszawa, mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-45m2-nr-1510-608582591,,45.0,2250.0,2.0
"Drawska, Ochota, Warszawa, mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-45m2-nr-1509-608582571,,45.0,2300.0,2.0
"Filtrowa, 00-001 Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-107m2-nr-109558-608582743,,107.0,3500.0,4.0
"1 Sierpnia, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-bezposrednio-2-osobne-pokoje-oddzielna-widna-kuchnia-608582507,,39.0,1800.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-37m2-nr-106812-608584327,,37.0,1590.0,1.0
"Wacława Sierpińskiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-36m2-nr-105421-608584737,,36.0,1800.0,1.0
"Grójecka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/atrakcyjne-z-tarasem-blisko-centrum-606978998,,50.0,2750.0,2.0
"Daleka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-daleka-2-pok-38-m-608587151,,38.0,1800.0,2.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/bezposrednio-3-pok-na-ochocie-608582648,,75.0,3200.0,3.0
"Juliana Ursyna Niemcewicza, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/lux-nowe-ochota-blisko-centrum-506042804,,72.0,3500.0,2.0
Mazowieckie,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/wlodarzewska-strzezone-osiedle-przy-parku-szczesliwice-608588370,,65.0,2200.0,3.0
"Wacława Sierpińskiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-sierpinskiego-1-pok-38m-608591414,,38.0,1600.0,1.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/poszukuje-kawalerki-608590466,,25.0,1200.0,1.0
"Bitwy Warszawskiej 1920, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/przestronne-mieszkanie-w-swietnej-lokalizacji-w-warszawie-608555474,,45.0,2000.0,2.0
"Wiślicka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wislicka-2-pok-37m-608552616,,37.0,1850.0,2.0
"aleja Bohaterów Września, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-61m2-nr-1272-608562478,,61.0,2600.0,3.0
"Racławicka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-25m2-nr-1344-608562757,,25.0,1400.0,1.0
"Opaczewska, 00-001 Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-61m2-nr-1286-608562517,,61.0,2500.0,3.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-58m2-nr-1304-608562623,,58.0,2350.0,3.0
"Sękocińska 10, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-doskonala-lokalizacja-dwa-niezalezne-pokoje-z-balkonem-608563912,,40.0,1800.0,2.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-50m2-nr-1486-608567488,,50.0,2000.0,2.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-50m2-nr-1497-608567570,,50.0,2000.0,2.0
"Solińska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-54m2-nr-1508-608567636,,54.0,2400.0,2.0
"Pandy, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dom-do-wynajecia-na-ogrodzonym-osiedlu-w-spokojnej-okolicy-608565638,,411.0,9800.0,6.0
"Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-4-pokojowe-na-wlodarzewskiej-ochota-608568330,,140.0,4000.0,3.0
"Jankowska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-ul-jankowska-wynajem-1-pokoj-17m2-608569242,,17.0,1400.0,1.0
"Wacława Sierpińskiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-sierpinskiego-608568588,,32.0,1650.0,1.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/wynajme-kawalerke-608528250,,,1400.0,1.0
"Bitwy Warszawskiej 1920, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ladna-i-przytulna-kawalerka-na-ochocie-606826075,,17.0,1300.0,1.0
"Grójecka 194, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/kawalerka-do-wynajecia-w-triton-park-przy-ul-grojeckiej-194-608524711,,26.0,1700.0,1.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/wlodarzewska-ochota-608531874,,69.0,2900.0,3.0
"Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-kawalerka-29m2-ul-sierpinskiego-608536821,,29.0,1300.0,1.0
"Lechicka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-37-m-samodzielne-w-domku-608534082,,37.0,1400.0,1.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/2-studentki-szukaja-dwupokojowego-mieszkania-608538458,,,1800.0,2.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/przytulne-2-pokojowe-na-ochocie-cozy-2-room-apartment-at-ochota-608537460,,36.0,1900.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/przytulne-mieszkanie-ochota-2-pokoje-1-sierpnia-warszawa-pryw-606962854,,38.0,1500.0,2.0
"Dickensa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-dickensa-3-pok-45m-608539486,,45.0,2000.0,3.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-do-wynajecia-25-m2-1600-zl-media-608538691,,25.0,1600.0,1.0
Ochota,http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/szukam-kawalerki-608541238,,,900.0,1.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-69m2-nr-8039-608447515,,69.0,2900.0,3.0
"Grójecka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ladna-kawalerka-do-wynajecia-na-ul-grojeckiej-608452901,,38.0,1700.0,1.0
"Opaczewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-opaczewska-2-pok-47m-608540155,,47.0,2200.0,2.0
"Grójecka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/bezposrednio-4-pokoje-piwnica-od-zaraz-608453438,,54.0,1850.0,4.0
"Dickensa, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/dickensa-ochota-608454702,,80.0,3100.0,3.0
"Warszawa Zachodnia, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/para-szuka-kawalerki-608460000,,15.0,1100.0,1.0
"Trzech Budrysów 33, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/bezposrednio-kawalerka-na-ochocie-608452572,,20.0,1400.0,1.0
"Kaliska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/wynajem-biura-warszawa-ochota-1-pokoj-608476987,,20.0,1500.0,1.0
"Stefana Bobrowskiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-40m2-nr-5686-608488892,,40.0,1500.0,1.0
"Zadumana, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-apartament-81m-osiedle-zamkniete-608489765,,81.0,3000.0,3.0
"Pruszkowska, Rakowiec, Ochota, Warszawa, Mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-42m2-nr-110141-608471071,,42.0,2300.0,2.0
"Ochota, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/malzenstwo-z-dzieckiem-szuka-mieszkania-608498083,,40.0,1500.0,2.0
"Bitwy Warszawskiej 1920 r., Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-bitwy-warszawskiej-2-pok-43m-608491590,,43.0,1780.0,2.0
"Pilchowicka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-100m2-nr-8055-608493900,,100.0,2900.0,2.0
"Włodarzewska, Szczęśliwice, Ochota, Warszawa, Mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-77-9m2-nr-107862-608507647,,78.0,3100.0,3.0
"Włodarzewska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-wlodarzewska-6-pok-220-m-608435111,,220.0,5700.0,6.0
"Niemcewicza, Ochota, Warszawa, mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-93m2-nr-1485-608435944,,93.0,2990.0,3.0
"Bielska, Szczęśliwice, Ochota, Warszawa, mazowieckie, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-135m2-nr-1497-608437109,,135.0,6000.0,4.0
"Złotego Smoka, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-zlotego-smoka-7-pok-480-m-608438338,,480.0,11000.0,6.0
"Maurycego Mochnackiego, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/mieszkanie-warszawa-ochota-240m2-nr-17939w-608437431,,240.0,5700.0,5.0
"Drawska, Warszawa, Polska",http://www.gumtree.pl/cp-mieszkania-i-domy-do-wynajecia/ochota/ochota-drawska-6-pok-270-m-608437671,,270.0,10500.0,6.0
